Order ID,Order Date,Origin Port,Carrier,TPT,Service Level,Ship ahead day count_x,Ship Late Day count_x,Customer,Product ID,Plant Code,Destination Port,Unit quantity,Weight,Ship ahead day count_y,Ship Late Day count_y,Cluster
1447179958.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1682763,PLANT03,PORT09,423,8.251889420758161,0,0,1
1447269677.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1682835,PLANT03,PORT09,245,0.8225439476837746,0,0,1
1447179955.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1682835,PLANT03,PORT09,391,5.346535659944535,0,0,1
1447383140.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1682835,PLANT03,PORT09,339,3.2901757907350984,0,0,1
1447317267.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1682835,PLANT03,PORT09,326,4.359482922724005,0,0,1
1447360908.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1682835,PLANT03,PORT09,273,0.4112719738418873,0,0,1
1447219818.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,345,6.1909304778703085,0,0,1
1447179939.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,298,4.643197858402732,0,0,1
1447383121.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,486,15.477326194675772,0,0,1
1447158689.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,397,6.11354384689693,0,0,1
1447269648.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,395,6.1909304778703085,0,0,1
1447200803.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,431,7.738663097337886,0,0,1
1447200813.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,389,4.720584489376111,0,0,1
1447383144.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,493,17.572791433610927,0,0,1
1447144471.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1683432,PLANT03,PORT09,443,16.477326194675772,0,0,1
1447179952.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1682802,PLANT03,PORT09,826,40.24308669118026,0,0,1
1447158704.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1687346,PLANT03,PORT09,378,1.66971017682882,0,0,1
1447158703.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1689469,PLANT03,PORT09,369,2.0416436242042315,0,0,1
1447200812.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1689469,PLANT03,PORT09,634,8.166574496816926,0,0,1
1447158701.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1668545,PLANT03,PORT09,528,2.113160670338685,0,0,1
1447158702.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1668547,PLANT03,PORT09,890,4.779858521745999,0,0,1
1447360909.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_45,1699976,PLANT03,PORT09,320,1.662934168774731,0,0,1
1447250564.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555_23,1692994,PLANT03,PORT09,375,4.28,0,0,1
1447298557.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_46,1693700,PLANT03,PORT09,456,0.5214271542993313,0,0,1
1447296414.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_46,1692333,PLANT03,PORT09,5794,1.4957059844381142,0,0,1
1447338431.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V555555555555555555_46,1692333,PLANT03,PORT09,5830,1.4957059844381142,0,0,1
1447156472.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V55_47,1668362,PLANT03,PORT09,1338,0.77,0,0,1
1447280519.7,2013-05-26,PORT04,V444_1,1,DTD,0,0,V55_47,1668362,PLANT03,PORT09,1386,0.76,0,0,1
1447413833.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1690006,PLANT03,PORT09,325,0.11590392201265959,3,0,0
1447392979.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1690006,PLANT03,PORT09,518,2.8975980503164895,3,0,0
1447407041.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692109,PLANT03,PORT09,426,1.4581016931651458,3,0,0
1447231157.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692109,PLANT03,PORT09,1252,7.062680076268674,3,0,0
1447269660.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692109,PLANT03,PORT09,299,0.151885593038036,3,0,0
1447269560.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692109,PLANT03,PORT09,299,0.227828389557054,3,0,0
1447386303.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692109,PLANT03,PORT09,339,0.075942796519018,3,0,0
1447407042.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692109,PLANT03,PORT09,305,0.075942796519018,3,0,0
1447219957.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692109,PLANT03,PORT09,292,0.37971398259509004,3,0,0
1447350296.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692108,PLANT03,PORT09,254,0.05919844303429352,3,0,0
1447409255.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692108,PLANT03,PORT09,329,0.017759532910288058,3,0,0
1447306638.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692108,PLANT03,PORT09,243,0.017759532910288058,3,0,0
1447242880.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692108,PLANT03,PORT09,499,1.4207626328230445,3,0,0
1447406315.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692108,PLANT03,PORT09,255,0.11839688606858705,3,0,0
1447296248.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692108,PLANT03,PORT09,294,0.100637353158299,3,0,0
1447360508.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692108,PLANT03,PORT09,263,0.05919844303429352,3,0,0
1447280520.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1692108,PLANT03,PORT09,316,0.05919844303429352,3,0,0
1447219953.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1699772,PLANT03,PORT09,335,0.11598896267361393,3,0,0
1447219952.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1699772,PLANT03,PORT09,538,2.7837351041667344,3,0,0
1447284491.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1699772,PLANT03,PORT09,782,5.799448133680697,3,0,0
1447243310.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1699772,PLANT03,PORT09,475,2.656147245225759,3,0,0
1447273496.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1699772,PLANT03,PORT09,1800,17.52,3,0,0
1447371544.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1695349,PLANT03,PORT09,559,2.802368888186428,3,0,0
1447328086.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1695349,PLANT03,PORT09,355,0.9943889603242163,3,0,0
1447304477.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1695349,PLANT03,PORT09,982,6.418328743910851,3,0,0
1447219956.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1695349,PLANT03,PORT09,490,1.5458228383221908,3,0,0
1447322248.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1695349,PLANT03,PORT09,954,6.32792974751774,3,0,0
1447371518.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1695349,PLANT03,PORT09,473,1.717580931469101,3,0,0
1447376497.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1695349,PLANT03,PORT09,330,0.18079799278622116,3,0,0
1447286456.7,2013-05-26,PORT04,V444_1,1,DTD,3,0,V5555555_19,1695349,PLANT03,PORT09,1749,13.198253473394145,3,0,0
